Total,5770682.0,,5770683.0,5770684,,,,,5770685.0,5770686.0,,5770687.0,,,5770688,5770689.0,5770690.0,5770691.0
,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0
,,,,,,,,,,,,,,,,,,
,0.4123,0.3578,0.097,0.55,0.16,0.29,0.43,0.12,0.39,0.7185,0.3017,0.0,0.319,0.015,45167.02,4.0,66.0,
16,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0
,0.4586,0.4563,0.0295,67.13,9.0,8.0,10.0,1.0,0.394,0.6734,0.0076,0.5,0.45734,0.0374,74178.7,2.0,20.0,
5,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0
,0.4805,0.2752,0.0949,,,,,,0.242,0.2652,,0.9999,0.3782,0.0185,50995,5.0,66.0,
9,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,1.0,1.0,0.0
,0.3906,0.3417,0.1158,0.31,0.24,0.09,0.36,0.31,0.242,0.9143,0.1429,0.0,0.3342,0.0455,56073.29,1.0,60.0,3.0
17,0.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0
,0.3305,0.4096,0.0852,0.1,0.28,0.44,0.18,0.1,0.39,0.9669,0.1772,0.0,0.4681,0.18,19378.94,4.0,74.0,
10,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,0.0
,0.2718,0.3093,0.4685,0.93,0.07,0.24,0.27,0.42,0.242,0.8928,0.1178,0.0,0.3446,0.0287,59618.5,1.0,136.0,
14,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1.0,0.0
,0.3501,0.2061,0.1161,0.78,0.22,0.1,0.31,0.37,35.0,0.0154,0.159,0.0213,0.3906,0.0231,22883.04,5.0,81.0,
12,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,1.0,0.0
,0.4433,0.3475,0.7465,0.39,0.24,0.07,0.3,0.39,0.242,0.9844,0.3209,0.0178,0.4279,0.0261,76920.44,7.0,112.7,
14,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1.0,0.0,0.0
,0.6877,0.8963,0.0729,9.44,0.29,1.48,3.44,1.0,0.242,0.9264,0.0736,0.4088,0.5913,0.0475,31316.56,7.0,74.0,
11,1.0,1.0,1.0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1.0,1.0,0.0
,0.6862,0.9934,0.1016,0.29,0.91,0.66,0.29,0.0,2.12,0.8989,0.0621,0.0,0.454,0.0357,7170.94,6.0,32.0,3.0
12,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0
,0.3488,0.3058,0.1221,0.83,0.3,0.29,0.19,0.22,0.242,0.9207,0.1787,0.0,0.4338,0.0495,72485.83,3.0,82.0,
16,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0
,0.3944,0.4792,0.0895,1,0.1,0.33,0.67,1.0,0.242,0.9275,0.2925,0.0172,0.3752,0.0275,37252.7,7.0,144.0,
9,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,1.0,1.0,0.0
,0.4123,0.4478,0.063,0.56,0.17,0.11,0.16,0.56,0.245,0.9531,0.5654,0.0,0.3913,0.0222,46978,7.0,102.0,
15,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1.0,0.0
,0.3949,0.5869,0.0926,0.35,0.19,0.14,0.32,0.35,0.242,0.9828,0.0206,0.1585,0.4207,0.035,22081.9,6.0,28.0,
16,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1.0,1.0,0.0
,0.337,0.2636,0.0963,0.36,0.12,0.43,0.09,0.36,0.259,0.9828,0.0323,0.0017,0.414,0.0377,25255.47,3.0,23.0,
14,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,0.0,1.0,0.0
,0.3122,0.6574,0.1128,0.3,0.12,0.36,0.22,0.3,0.242,0.9026,0.0526,0.0,0.4481,0.029,66869.25,5.0,120.0,
15,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1.0,0.0
,0.5119,0.3517,0.0121,0.54,0.46,0.13,0.14,0.27,0.2421,0.9858,0.0289,0.0,0.3821,0.0352,29942.34,0.0,23.0,1.0
17,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0
,0.3432,0.3228,0.117,0.62,0.22,0.16,0.27,0.35,0.242,0.9858,0.0289,0.0039,0.4013,0.0355,19519.07,4.0,30.0,
16,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1.0,1.0,0.0
,0.3,0.3868,0.0866,0.3,0.18,0.44,0.08,0.3,0.242,0.9828,0.0741,0.0,0.414,0.0497,24641.32,3.0,32.0,
