Total,5713052.0,,5713057.0,5713063.0,5713158.0,5713329.0,,5772114.0,5713387.0,,,,,,,,5713426.0,,,,,,,,,,,,5713447.0,,,,5713466.0,,,,,
,0.0,0.5,5.0,0.933,0.0,1.44,239.0,72.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0277,2.0,2.0,0.0277,0.05,0.0,3.159,0.9992,0.0,6.0,2.0,1.762,-2.16,0.16,20.0,8.0,1.0,1.995,-4.2,44.2
70,4.0,4.0,8.0,0.0,0.0,4.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,2,0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,0.0,3.0,3.0
,0.45,0.3267,9.0,0.0,6.0,1.254,93.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,0.0311,0.0,2.0,0.0311,0.05,0.0,0.0395,0.4843,0.0,2.0,0.0,1.31,-12.81,-11.19,122.0,1.0,2.0,2.92,-17.6,261.6
52,4.0,4.0,0.0,0.0,6.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2,2.0,0,0,2.0,2.0,0.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0
,1.0,0.1578,3.0,,3.0,1.341,226.0,96.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0443,2.0,4.0,0.0443,0.05,0.0,2.931,0.0034,1.0,4.0,2.0,1.71,-1.43,-0.57,85.0,9.0,0.0,4.849,-115.0,325.0
87,4.0,4.0,8.0,0.0,6.0,4.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,2,2,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0
,0.12,0.4572,1.0,0.833,5.0,1.3719999999999999,199.0,101.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0235,5.0,4.0,0.0235,0.05,0.0,1.3445,0.1788,0.0,3.0,2.0,2.354,-8.28,-7.72,120.0,3.0,0.0,2.027,5.3,234.7
98,4.0,4.0,8.0,6.0,6.0,4.0,5.0,8.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,2,2,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0
,0.17,0.4325,3.0,0.875,6.0,1.103,420.0,95.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.029,5.0,5.0,0.029,0.05,0.0,2.819,0.002,1.0,3.0,2.0,1.65,-11.32,-10.68,18.0,9.0,0.0,22.862,-4.862,40.862
73,0.0,4.0,8.0,6.0,6.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2,2.0,2,0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,0.0,3.0,3.0
,0.7749,0.219196,2.0,0.5,0.0,2.17009,120.0,101.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0329,3.0,5.0,0.0329,0.05,0.0,1.6182894,0.1056002,0.0,5.0,2.0,1.315308,-13.73307,-10.26693,65.0,1.0,1.0,2.760436,-68.87403,198.874
72,4.0,4.0,8.0,0.0,0.0,4.0,0.0,8.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,2,2,2.0,2.0,3.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0
,1.05,0.8531,2.0,1.0,2.0,1.3719999999999999,189.0,106.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0402,4.0,2.0,0.0402,0.05,0.0,2.5396,0.0111,1.0,4.0,2.0,1.6680000000000001,-27.1,11.1,177.0,3.0,0.0,4.171,48.4,69.6
48,4.0,0.0,0.0,0.0,0.0,4.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,2,2,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
,0.3,0.6197,1.0,0.875,2.0,1.514,655.0,104.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,5.0,0.0473,4.0,3.0,0.0473,0.05,0.0,3.103,0.0019,1.0,7.0,2.0,1.7109999999999999,-3.62,-0.38,49.0,6.0,1.0,1.95,-20.92,118.92
71,4.0,0.0,0.0,6.0,0.0,4.0,0.0,8.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,2,2,2.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,0.0,2.0,3.0,3.0
,0.77,0.2196,3.0,0.938,6.0,1.3719999999999999,265.0,107.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,4.0,2.3,2.0,1.0,2.3,0.05,0.0,3.1995,0.0014,1.0,1.0,2.0,2.76,-13.16,-10.84,115.0,3.0,1.0,4.849,-159.3,389.3
92,4.0,4.0,8.0,6.0,7.0,4.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2,2.0,2,2,2.0,0.0,3.0,0.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0
,0.91,0.1807,9.0,0.875,0.0,1.5979999999999999,224.0,93.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,3.0,0.0374,0.0,3.0,0.0374,0.05,0.0,2.9453,0.0032,1.0,7.0,2.0,1.26,-18.0,-16.0,24.0,5.0,0.0,4.849,-54.4,102.4
77,4.0,4.0,0.0,6.0,7.0,4.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2,2.0,2,2,2.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0
,0.419,0.3376,7.0,0.065,4.0,1.6949999999999998,207.0,101.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.042,2.0,5.0,0.042,0.05,1.0,464.06,1,0.0,4.0,2.0,1.991,68.783,71.217,47.0,10.0,2.0,2.326,45.7,48.3
46,4.0,4.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2,0.0,0,0,2.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0
,0.15,0.4404,4.0,0.5,6.0,0.17,,96.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0319,1.0,4.0,0.0319,0.05,0.0,,,0.0,7.0,2.0,-1.316,,,107.0,5.0,1.0,1.2650000000000001,,
33,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,0,0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
,0.83,0.7967,5.0,,,1.5550000000000002,295.15,27.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,5.0,0.041,4.0,2.0,0.041,0.05,0.0,3.26,0.01,0.0,0.0,2.0,1.8399999999999999,-11.02,-6.98,10.0,8.0,0.0,1.9529999999999998,-4.6,24.7
68,4.0,0.0,8.0,0.0,0.0,4.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,2,0,0.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0
,0.135,0.45,9.0,0.5,5.0,1.645,255.0,91.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0342,3.0,3.0,0.0342,0.05,0.0,1.324,0.09276,1.0,1.0,1.0,2.186,-12.919,-11.081,33.0,5.0,0.0,1.9529999999999998,-6.47,72.47
63,0.0,4.0,0.0,0.0,0.0,4.0,5.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,2,0,0.0,2.0,0.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0
,1.07,0.1425,4.0,0.833,3.0,1.5550000000000002,286.0,97.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0262,3.0,4.0,0.0262,0.05,0.0,3.7544,0.0002,1.0,5.0,2.0,1.483,-11.2,-8.8,68.0,6.0,0.0,1.5979999999999999,15.4,120.6
88,4.0,4.0,8.0,0.0,7.0,4.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,0,2,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,0.0,0.0,3.0,3.0
,1.02,0.1538,2.0,0.667,3.0,1.405,2.0,110.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,0.0255,1.0,3.0,0.0255,0.05,0.0,1.851,0.0641,0.0,5.0,2.0,1.3789,-5.05,-2.95,130.0,7.0,0.0,4.303,-128.3503,388.3503
89,4.0,4.0,8.0,0.0,7.0,4.0,0.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,2,2,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0
,0.41,0.3408,9.0,0.834,4.0,2.326,110.0,100.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0428,3.0,2.0,0.0428,0.05,0.0,1.198,0.1155,0.0,2.0,2.0,2.087,-4.53,-1.47,77.0,4.0,1.0,2.189,25.8,128.2
69,4.0,4.0,0.0,0.0,6.0,4.0,0.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,2,0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0
,0.45,0.3264,4.0,0.917,3.0,1.282,130.0,106.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0348,3.0,4.0,0.0348,0.05,0.0,2.2612,0.0238,1.0,0.0,2.0,1.48,-1.45,-0.55,66.0,7.0,0.0,2.263,-43.7,175.7
80,4.0,4.0,0.0,6.0,0.0,4.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,2,2,2.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,0.0,3.0,3.0
,0.85,0.1978,2.0,0.5,6.0,2.576,199.0,93.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0207,2.0,3.0,0.0207,0.05,0.0,3.3026,0.001,1.0,0.0,2.0,1.83,-11.34,-10.66,151.0,2.0,2.0,2.383,-26.5,328.5
90,4.0,4.0,8.0,0.0,6.0,4.0,5.0,8.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,2,2,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0
,-0.64,0.7389,3.0,,4.0,2.054,256.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0477,5.0,0.0,0.0477,0.05,0.0,3.2677,0.0011,1.0,3.0,0.0,1.88,-3.12,-0.88,38.0,10.0,2.0,1.311,16.8,59.2
63,0.0,4.0,0.0,0.0,7.0,4.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,2,2,2.0,0.0,0.0,3.0,4.0,4.0,2.0,2.0,0.0,0.0,3.0,3.0
,0.71,0.2376,11.0,0.75,4.0,1.254,298.0,93.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.035,1.0,0.0,0.035,0.05,0.0,1.41,0.07927,0.0,4.0,2.0,2.423,-22.48,-15.52,48.0,9.0,2.0,2.303,-1.2,97.2
85,4.0,4.0,0.0,6.0,6.0,4.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,2,0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,0.0,3.0,3.0
,1.22,0.8888,11.0,,4.0,1.341,144.0,108.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,0.0403,0.0,0.0,0.0403,0.05,0.0,1.96,0.0499,0.0,6.0,2.0,1.421,-10.35,-7.65,,,2.0,,,
62,4.0,0.0,0.0,0.0,7.0,4.0,5.0,8.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,0,2,0.0,0.0,3.0,3.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0
,0.94,0.1739,3.0,0.5,1.0,1.96,208.0,93.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,0.024,2.0,5.0,0.024,0.05,0.0,2.267,0.0234,0.0,8.0,2.0,1.447,-4.14,-1.8599999999999999,43.0,8.0,1.0,2.383,-5.2,91.2
91,4.0,4.0,8.0,0.0,7.0,4.0,5.0,8.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,2,2,0.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0
