Total,5713052.0,,5713057.0,5713063.0,5713329.0,,5772114.0,5713387.0,,,,,,,,5713426.0,,,,,,,,,,,,5713447.0,,,,5713466,,,,,,5681783.0,,
,0.85,0.1977,3.0,0.833,1.5979999999999999,267.0,98.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,0.0306,1.0,4.0,0.0306,0.05,0.0,3.528,0.0004,1.0,5.0,2.0,1.9729999999999999,-1.7,-0.31,67,11.0,2.0,9.92,-414.1,548.1,4.0,4.0,1.0
92,3.0,3.0,8.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,0.99,0.1611,1.0,0.086,,176.0,90.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,0.04,0.0,0.0,0.04,0.05,1.0,2.374,0.0176,1.0,4.0,2.0,0.53,-16.79,-15.21,114,2.0,0.0,,,,2.0,1.0,1.0
68,3.0,3.0,8.0,0.0,0.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2,2,0.0,0.0,0.0,0,0.0,0.0,2.0,2.0
,0.68,0.2483,0.0,0.833,1.175,214.0,111.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0469,1.0,5.0,0.0469,0.05,0.0,1.0942,0.1369,0.0,8.0,2.0,1.983,-12.05,-5.95,73,2.0,0.0,2.3529999999999998,-27.4,173.4,4.0,2.0,0.0
88,3.0,3.0,0.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,0.0,2,2.0,2.0,2.0,2.0
,0.996,0.1596,2.0,0.833,1.2,230.0,104.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0226,4.0,5.0,0.0226,0.05,0.0,3.034,0.00121,1.0,8.0,2.0,1.7077,-9.13,-6.87,65,7.0,2.0,4.849,0,183.9,3.0,3.0,0.0
94,3.0,3.0,8.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2,2,0.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,0.57,0.2832,1.0,0.833,1.2,206.0,99.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,5.0,0.0331,2.0,2.0,0.0331,0.05,0.0,2.6879999999999997,0.0072,1.0,6.0,2.0,1.6059999999999999,-11.86,-10.14,55,3.0,1.0,2.496,-5.5,115.5,1.0,4.0,4.0
92,3.0,3.0,0.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,0.27,0.3922,2.0,0.833,1.476,112.0,106.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0474,5.0,2.0,0.0474,0.05,0.0,2.6468,0.0081,1.0,1.0,2.0,1.567,-2.43,0.43,52,2.0,1.0,2.495,-60.3,164.3,0.0,1.0,0.0
90,3.0,3.0,0.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,0.45,0.3264,3.0,0.938,1.341,137.0,106.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0396,3.0,4.0,0.0396,0.05,0.0,3.439,0.0006,1.0,7.0,2.0,1.88,-2.0,0,54,10.0,1.0,2.512,-8.3,116.3,3.0,2.0,4.0
98,3.0,3.0,8.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,0.0,2,2.0,2.0,2.0,2.0
,0.09,0.464,3.0,0.875,1.881,227.0,110.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0327,0.0,3.0,0.0327,0.05,0.0,2.96,0.003,1.0,6.0,2.0,1.704,-2.64,-1.3599999999999999,46,7.0,2.0,1.3860000000000001,14.8,77.2,4.0,2.0,4.0
87,0.0,3.0,0.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,0.0,2,2.0,2.0,2.0,2.0
,1.01,0.1554,1.0,0.833,1.751,156.0,92.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0277,2.0,1.0,0.0277,0.05,0.0,2.5887000000000002,0.0096,1.0,2.0,2.0,1.563,-4.45,-3.55,167,4.0,2.0,3.32,-114.8,448.8,0.0,1.0,4.0
86,3.0,3.0,0.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,0.86,0.1949,1.0,0.917,1.96,165.0,110.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0262,5.0,5.0,0.0262,0.05,0.0,1.8559999999999999,0.0635,0.0,1.0,2.0,1.3469,-13.29,-12.71,134,0.0,2.0,2.76,-47.7,315.7,0.0,3.0,3.0
100,3.0,3.0,8.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,0.09,0.4641,3.0,,1.5979999999999999,179.0,97.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0427,1.0,2.0,0.0427,0.05,0.0,2.257,0.024,1.0,2.0,2.0,1.49,-7.2,-6.8,95,2.0,1.0,2.62,,,3.0,1.0,3.0
71,0.0,3.0,0.0,0.0,4.0,4.0,6.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,0,0.0,2.0,2.0,2.0
,0.4,0.3446,0.0,0.917,1.881,239.0,107.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0479,2.0,4.0,0.0479,0.05,0.0,2.0804,0.0037,1.0,8.0,2.0,1.3820000000000001,-5.87,-4.13,54,3.0,0.0,2.92,-11.8,119.8,1.0,3.0,3.0
84,3.0,3.0,0.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,0.0,2.0,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,1.01,0.1557,11.0,0.132,1.812,52.0,91.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,5.0,0.0472,0.0,3.0,0.0472,0.05,0.0,1.06,0.14454,0.0,1.0,2.0,1.983,-14.46,11.54,55,7.0,2.0,1.282,9.1,100.9,1.0,2.0,4.0
74,3.0,3.0,0.0,0.0,4.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0,2,2.0,0.0,0.0,2,2.0,2.0,2.0,2.0
,0.9,0.1829,1.0,0.917,1.058,291.0,98.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0407,4.0,5.0,0.0407,0.05,0.0,1.174,0.2406,0.0,6.0,2.0,2.093,-1.37,-0.63,93,10.0,1.0,2.104,0.7,185.3,0.0,1.0,4.0
100,3.0,3.0,8.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,0.04,0.484,7.0,0.9,1.126,138.0,109.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0364,2.0,4.0,0.0364,0.05,0.0,1.881,0.6,0.0,3.0,2.0,1.3599999999999999,-6.46,-3.54,94,3.0,2.0,1.506,-16.2,204.2,0.0,2.0,3.0
75,0.0,3.0,0.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,0.0,0.0,2,2.0,2.0,2.0,2.0
,0.031,0.4876,11.0,0.875,0.974,172.0,110.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0211,2.0,5.0,0.0211,0.05,0.0,2.5846,0.00974,1.0,5.0,0.0,1.751,-1.65,0.35,119,11.0,1.0,1.311,-365.5,603.5,2.0,1.0,0.0
65,0.0,3.0,0.0,6.0,0.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0,2,0.0,0.0,0.0,0,0.0,2.0,2.0,2.0
,0.0,0.5,3.0,0.75,2.326,189.0,91.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0257,3.0,2.0,0.0257,0.05,0.0,1.5817,0.1137,0.0,7.0,2.0,1.31,-11.89,-10.11,17,4.0,2.0,6.965,-67.4,101.4,3.0,3.0,1.0
96,3.0,3.0,8.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,0.0,2,2.0,2.0,2.0,2.0
,0.4,0.3446,3.0,0.929,1.2,217.0,97.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0251,4.0,0.0,0.0251,0.05,0.0,1.6057000000000001,0.1086,1.0,6.0,2.0,2.609,-7.9,-6.1,130,1.0,2.0,6.965,48.2,179.8,3.0,0.0,1.0
92,3.0,3.0,8.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,0,0.0,2.0,2.0,2.0
,0.0,0.5,2.0,0.833,1.881,117.0,90.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0435,1.0,5.0,0.0435,0.05,0.0,3.395,0.0007,1.0,2.0,2.0,0.965,-11.82,-8.18,97,1.0,2.0,0.965,-50179,50373.0,2.0,3.0,3.0
80,3.0,3.0,8.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0,2,0.0,2.0,0.0,0,0.0,2.0,2.0,2.0
,0.58,0.281,9.0,0.833,1.282,658.0,110.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,4.0,0.0346,3.0,1.0,0.0346,0.05,1.0,3.132,0.0017,1.0,5.0,2.0,1.704,-1.33,-0.67,66,8.0,2.0,3.8970000000000002,-62.2,194.2,4.0,4.0,4.0
76,3.0,3.0,0.0,0.0,4.0,0.0,6.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,0.4673,0.6796,6.0,0.02,1.65,1118.0,101.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0389,3.0,4.0,0.0389,0.05,0.0,3.4108,0.0006,1.0,6.0,1.0,1.9163999999999999,-7.92,-6.08,66,5.0,0.0,1.9529999999999998,-18.6,150.6,4.0,0.0,4.0
67,3.0,0.0,0.0,0.0,4.0,0.0,6.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2,2,2.0,0.0,2.0,0,0.0,2.0,2.0,2.0
,0.09,0.4653,5.0,0.5,-1.405,586.0,108.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,0.0301,0.0,0.0,0.0301,0.05,0.0,1.831827,0.0335,1.0,3.0,2.0,-1.346166,-2.91,-5.09,33,0.0,1.0,-3.32,-28,94.0,4.0,2.0,2.0
77,0.0,3.0,8.0,0.0,4.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0,2,0.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,0.0,0.5,0.0,0.833,1.34,62.96,16.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0255,2.0,0.0,0.0255,0.05,0.0,3.4164,0.0006,1.0,5.0,2.0,1.889,-11.45,-10.55,86,9.0,1.0,2.92,-32,204.0,4.0,3.0,1.0
82,3.0,3.0,0.0,6.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,0.35,0.3616,4.0,0.9,1.645,293.0,103.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,0.027,4.0,5.0,0.027,0.05,0.0,1.125,0.2606,0.0,5.0,2.0,2.071,-7.53,-6.47,84,1.0,0.0,2.026,-2.6,170.6,0.0,1.0,2.0
97,0.0,3.0,8.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
