Total,5713052.0,,5713057.0,5713063.0,5713329.0,,5772114.0,5713387.0,,,,,,,,5713426.0,,,,,,,,,,,,5713447.0,,,,5713466,,,,,,5681783.0,,
,0.5,0.3085,6.0,0.875,1.3719999999999999,236.0,95.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0366,3.0,3.0,0.0366,0.05,0.0,3.0433,0.0023,1.0,4.0,2.0,1.687,-16.43,-13.57,65,6.0,1.0,2.92,-22.7,152.7,0.0,2.0,0.0
86,3.0,3.0,0.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2,2,2.0,2.0,0.0,2,2.0,2.0,2.0,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,0.11,0.5438,2.0,0.078,1.254,1061.0,63.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,0.0323,1.0,3.0,0.0323,0.05,0.0,1.049,0.2942,0.0,1.0,2.0,1.9727999999999999,-3.19,-2.81,127,8.0,2.0,1.5550000000000002,27.4,226.6,4.0,2.0,4.0
58,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,0.0,0.0,2,2.0,2.0,2.0,0.0
,0.0,0.5,4.0,0.938,1.812,153.0,91.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,3.0,0.0298,0.0,2.0,0.0298,0.05,0.0,1.942,0.0522,0.0,1.0,2.0,1.405,-9.34,-8.66,73,10.0,2.0,2.189,-44.6,190.6,0.0,0.0,1.0
100,3.0,3.0,8.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,0.0,0.5,0.0,0.5,0.542,166.0,9.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0273,2.0,3.0,0.0273,0.05,0.0,2.4507,0.0143,1.0,1.0,0.0,1.6440000000000001,-4.87,-1.13,74,4.0,2.0,0.526,-1870.4,2018.4,3.0,1.0,2.0
58,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2,2,0.0,0.0,0.0,2,2.0,2.0,2.0,2.0
,0.35,0.3632,2.0,0.995,1.2,154.0,619.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,2.0,0.026,5.0,5.0,0.026,0.05,0.0,2.5007,0.0124,1.0,8.0,2.0,-1.5230000000000001,-9.93,-6.07,68,4.0,2.0,2.92,-23,159.0,0.0,3.0,1.0
77,0.0,3.0,8.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2,2,0.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,0.13,0.4472,1.0,0.833,1.282,151.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0289,3.0,5.0,0.0289,0.05,0.0,2.0888,0.0367,1.0,7.0,2.0,1.411318,-5.06,-2.94,121,10.0,1.0,2.92,-66.2,308.2,0.0,0.0,4.0
91,0.0,3.0,8.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,0.0,2,2.0,2.0,2.0,2.0
,0.61,0.2711,3.0,0.75,1.2,152.0,93.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,4.0,0.0394,4.0,0.0,0.0394,0.05,0.0,1.979,0.0478,1.0,6.0,0.0,1.405,-7.93,-4.07,39,9.0,2.0,6.965,-65.5,143.5,1.0,2.0,1.0
90,3.0,3.0,0.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,0.06,0.4773,4.0,0.01,1.6949999999999998,268.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0211,4.0,2.0,0.0211,0.05,0.0,1.76036,0.0783,0.0,1.0,2.0,1.3479999999999999,-4.433,0.4333,42,5.0,0.0,2.189,-6,90.0,3.0,1.0,0.0
71,0.0,3.0,0.0,0.0,4.0,4.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,2.3,0.0107,1.0,0.929,1.312,388.0,101.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0463,0.0,2.0,0.0463,0.05,0.0,1.223,0.2212,0.0,7.0,2.0,2.17,-14.38,-11.62,40,3.0,2.0,1.5979999999999999,0.3,79.7,1.0,2.0,1.0
75,0.0,3.0,0.0,6.0,4.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,0.0,2,2.0,2.0,2.0,2.0
,0.93,0.1766,1.0,0.9,1.3719999999999999,137.0,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0474,0.0,4.0,0.0474,0.05,0.0,3.2393,0.001198,1.0,1.0,0.0,1.751,-13.73,-12.27,115,5.0,1.0,4.489,-159.3,389.3,1.0,0.0,2.0
80,3.0,3.0,8.0,6.0,4.0,4.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2,2,2.0,2.0,0.0,0,0.0,2.0,2.0,2.0
,0.24,0.4052,11.0,0.9,2.054,175.0,101.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,5.0,0.047,0.0,3.0,0.047,,,,,,,2.0,1.5,-7.74,-6.26,32,7.0,1.0,1.838,4.4,59.6,2.0,4.0,3.0
68,3.0,3.0,0.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2,2,2.0,2.0,0.0,2,2.0,2.0,2.0,2.0
,0.65,0.2578,3.0,0.938,1.6949999999999998,288.0,102.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0397,2.0,0.0,0.0397,0.05,0.0,2.2155,0.0267,1.0,6.0,2.0,1.457,-11.49,-8.51,72,0.0,2.0,2.383,-13.3,157.3,0.0,4.0,1.0
100,3.0,3.0,8.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,0.32,0.3736,3.0,0.938,1.103,461.0,106.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0335,5.0,0.0,0.0335,0.05,0.0,1.5015,0.1332,0.0,1.0,2.0,1.286,-13.231,-10.769,89,10.0,1.0,3.32,-45.2,223.2,3.0,1.0,0.0
84,3.0,3.0,0.0,6.0,4.0,0.0,6.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,0.0,0.5,3.0,0.938,1.812,153.0,91.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0298,0.0,2.0,0.0298,0.05,0.0,1.94,0.052,0.0,1.0,2.0,1.405,-9.431,-8.659,73,10.0,2.0,1.8860000000000001,-28.3,174.3,0.0,0.0,1.0
82,3.0,3.0,0.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2,2,2.0,2.0,0.0,2,2.0,2.0,2.0,2.0
,0.14,0.4443,1.0,0.9,2.326,46.0,108.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,2.0,1.674,-3.64,-0.36,39,7.0,0.0,,,,1.0,1.0,2.0
55,0.0,3.0,8.0,6.0,4.0,0.0,6.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2,2,2.0,2.0,0.0,0,0.0,2.0,2.0,2.0
,0.49,0.3121,1.0,0.418,1.254,193.0,106.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.025,2.0,0.0,0.025,0.05,0.0,1.5817,0.0569,0.0,8.0,2.0,2.352,-8.83,4.83,55,10.0,1.0,6.96,-271.6,381.62,0.0,2.0,4.0
72,3.0,3.0,8.0,0.0,4.0,4.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0,2,2.0,2.0,0.0,0,0.0,2.0,2.0,2.0
,0.71,0.2389,11.0,0.875,1.5550000000000002,263.0,100.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0411,5.0,4.0,0.0411,0.05,0.0,2.608,0.0091,1.0,3.0,2.0,1.573,-10.92,-7.08,40,6.0,2.0,3.578,-46.8,126.8,1.0,3.0,1.0
92,3.0,3.0,0.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,0.21516,0.4148,5.0,0.833,2.3263,249.0,98.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0484,1.0,0.0,0.0484,0.05,0.0,2.2019,0.027671,1.0,6.0,2.0,1.4495,-5.16,-4.84,56,5.0,0.0,1.9534,-22.94,134.94,1.0,0.0,1.0
88,3.0,3.0,8.0,0.0,4.0,4.0,6.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,0.0,0.5,0.0,0.75,1.15,210.0,102.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0284,3.0,0.0,0.0284,0.05,0.0,2.774,0.0055,1.0,5.0,2.0,1.6068470000000001,-12.22,-11.78,79,5.0,2.0,2.92,-118.3,276.3,4.0,4.0,3.0
86,3.0,3.0,0.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,0.0,0.0,2,2.0,2.0,2.0,2.0
,0.28,0.616,3.0,0.854,1.08,324.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.027,4.0,3.0,0.027,0.05,0.0,0.88,0.18,0.0,2.0,0.0,2.74,0.23,0.98,1/5,1.0,0.0,4.303,1.5,3.2,3.0,1.0,3.0
41,3.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0,0,0.0,2.0,2.0,0,0.0,2.0,2.0,2.0
,0.61,0.2714,3.0,,1.476,5.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.046,2.0,4.0,0.046,0.05,0.0,1.487,0.137,0.0,3.0,0.0,2.362,-7.35,-0.65,32,1.0,0.0,2.19,5.4,58.6,4.0,0.0,2.0
60,3.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,0.41,0.3407,5.0,0.0,1.405,136.0,79.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,0.0337,3.0,2.0,0.0337,0.05,0.0,1.8327,0.0334,1.0,7.0,2.0,0.91,-9.53,-8.47,34,10.0,2.0,0.0,0,0.0,4.0,4.0,0.0
60,3.0,3.0,0.0,0.0,4.0,4.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2,2,0.0,2.0,0.0,2,0.0,2.0,2.0,2.0
,0.87,0.1922,1.0,0.9,1.476,279.0,101.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,5.0,0.0243,3.0,2.0,0.0243,0.05,0.0,1.8010000000000002,0.0717,0.0,2.0,2.0,1.35,-7.19,-4.8100000000000005,57,0.0,1.0,4.849,-161.4,275.4,2.0,1.0,1.0
100,3.0,3.0,8.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,0.79,0.2148,3.0,0.929,2.326,270.0,100.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,2.0,0.0287,5.0,4.0,0.0287,0.05,0.0,2.38,0.0173,1.0,3.0,2.0,1.483,-5.7,-4.3,99,1.0,2.0,4.303,-94.8,292.8,2.0,1.0,0.0
96,3.0,3.0,8.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,0.91,0.1811,0.0,8.333,1.645,103.0,104.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0351,4.0,2.0,0.0351,0.05,0.0,2.437,0.0148,1.0,8.0,2.0,1.505,-11.35,-8.65,11,0.0,2.0,4.303,-6.4,28.4,1.0,0.0,1.0
76,3.0,3.0,0.0,0.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,0.21,0.4168,0.0,0.875,1.036,293.0,101.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,0.029,0.0,5.0,0.029,0.05,0.0,1.173,0.242,0.0,0.0,2.0,2.053,-3.2800000000000002,-2.7199999999999998,70,6.0,0.0,1.995,4.3,135.7,2.0,1.0,1.0
79,0.0,3.0,0.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,0.0,2,2.0,2.0,2.0,2.0
,1.17,0.121,1.0,0.938,1.645,214.0,94.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,0.023,4.0,4.0,0.023,0.05,0.0,2.705,0.0068,1.0,6.0,2.0,1.6099999999999999,-6.36,-3.64,35,0.0,2.0,4.849,-82.6,152.6,2.0,0.0,4.0
92,3.0,3.0,0.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,0.245,1.3489,3.0,5.0,1.227,0.01221,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0353,0.0,0.0,0.0353,0.05,1.0,-0.0627,0.95,1.0,3.0,2.0,2.41847,-10.17,-3.83,40,0.0,1.0,-2.105,6,74.0,1.0,4.0,1.0
61,3.0,0.0,8.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,0.25,0.4013,7.0,0.833,,,95.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,9.0,1.0,1.6600000000000001,-9.06,-6.9399999999999995,,,,,,,0.0,4.0,2.0
40,3.0,3.0,0.0,6.0,0.0,0.0,6.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2,0,0.0,0.0,0.0,0,0.0,0.0,2.0,2.0
,1.02,0.3385,2.0,0.875,1.227,796.0,92.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0498,3.0,3.0,0.0498,,0.0,1.617,0.1058,0.0,5.0,2.0,2.61,-14.5,-13.5,69,2.0,0.0,9.925,-229,367.0,4.0,4.0,2.0
87,3.0,0.0,8.0,6.0,4.0,0.0,6.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,0.26,0.3974,0.0,0.929,1.812,235.0,103.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0223,1.0,5.0,0.0223,0.05,0.0,3.159,0.0008,1.0,4.0,2.0,0.045,-4.79,-1.21,64,9.0,2.0,0.055,-18.9,146.9,1.0,3.0,3.0
82,3.0,3.0,0.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2,2,2.0,2.0,0.0,2,2.0,2.0,2.0,2.0
,1.12,0.1314,2.0,0.938,1.476,237.0,95.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0427,5.0,0.0,0.0427,0.05,0.0,2.9729,0.0029,1.0,2.0,2.0,1.716,-3.39,1.3900000000000001,57,11.0,0.0,2.026,6.7,107.3,2.0,4.0,2.0
94,3.0,3.0,8.0,6.0,4.0,4.0,6.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,0.14,0.4443,0.0,0.929,1.44,254.0,98.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,5.0,0.0302,4.0,0.0,0.0302,0.05,0.0,3.1666,0.002,1.0,4.0,2.0,1.7610000000000001,-14.19,-13.81,20,1.0,1.0,3.578,-23.4,63.4,1.0,2.0,2.0
89,0.0,3.0,0.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,0.32,0.3736,0.0,0.833,2.326,108.0,92.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0469,4.0,3.0,0.0469,0.05,0.0,1.5632000000000001,0.118,0.0,6.0,2.0,2.364,-9.5,-6.5,35,6.0,0.0,3.896,0,152.0,3.0,2.0,4.0
100,3.0,3.0,8.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,0.07,0.4709,1.0,0.9,1.2,267.0,105.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0495,4.0,4.0,0.0495,0.05,0.0,3.491,0.0005,1.0,5.0,2.0,1.899,-7.8100000000000005,-4.19,55,1.0,0.0,3.707,-112,222.0,2.0,2.0,0.0
83,0.0,3.0,0.0,6.0,4.0,4.0,6.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,0.0,2,2.0,2.0,2.0,2.0
,0.05,0.4801,4.0,0.938,2.326,153.0,99.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0401,4.0,0.0,0.0401,0.05,0.0,1.9958,0.046,1.0,0.0,2.0,1.423,-9.15,-6.85,40,11.0,0.0,2.62,-34.1,114.1,4.0,1.0,3.0
89,0.0,3.0,0.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,0.61,0.2709,9.0,0.9,1.341,211.0,102.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,0.033,1.0,1.0,0.033,0.05,0.0,2.741,0.0061,1.0,2.0,2.0,1.6,-7.64,-6.36,148,4.0,0.0,2.3529999999999998,-24,319.1,4.0,1.0,1.0
82,3.0,3.0,0.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,0.0,2,2.0,2.0,2.0,2.0
,0.72,0.2358,0.0,0.917,1.06,237.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0316,3.0,1.0,0.0316,0.05,0.0,3.066,0.0022,1.0,2.0,2.0,1.75,-14.37,-11.63,23,8.0,0.0,4.303,-46.6,92.6,2.0,3.0,4.0
94,3.0,3.0,8.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,0.0,2,2.0,2.0,2.0,2.0
,0.0,0.5,1.0,0.938,,,105.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0327,4.0,2.0,0.0327,0.05,0.0,2.6843,0.0018,1.0,,0.0,1.5979999999999999,-3.45,-2.55,31,1.0,2.0,1.9529999999999998,-16.4,78.4,0.0,3.0,4.0
76,3.0,3.0,0.0,6.0,0.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,0.11,0.4579,5.0,0.929,1.751,106.0,98.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.032,2.0,0.0,0.032,0.05,0.0,1.505,0.1324,0.0,3.0,0.0,2.326,-15.69,-14.31,135,7.0,1.0,2.104,-3.5,273.5,1.0,4.0,1.0
79,0.0,3.0,0.0,6.0,4.0,4.0,6.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
,1.09,0.1379,0.0,0.875,1.103,227.0,95.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,5.0,0.0497,0.0,1.0,0.0497,0.05,0.0,3.03,0.0024,1.0,6.0,0.0,1.6949999999999998,-3.83,-0.17,49,8.0,2.0,1.9529999999999998,1.6,96.4,3.0,4.0,1.0
90,3.0,3.0,0.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0
