Total,5830537.0,5830538.0,,,,5830539.0,,,5830540.0,,,5830541.0,5830542.0,5830543.0,,5831099.0,,,,5830545.0,,,,5830546.0,5830547.0,5830548.0,,5831098.0,,,,,,,,5830550.0,,,,,,,,,5830551.0,,,,,,5830552,5830555.0,,,,,,,,,,,,5830556.0,,,
97,0.0,1.0,1,1,1,2.0,2.0,2.0,1.33,1.33,1.34,3.0,3.0,4.0,4.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.75,1.75,1.75,1.75
,2402.0,1.0,1.8860000000000001,1.135,1.4929999999999999,4.0,5.0,2.0,20.317,0.161,2.559,0.0927,10.0,6.889,4.543,1.0,2.14,-26.43,-22.54,2.0,1.7690000000000001,0.0858,0.0,0.1612,0.51861,0.3874,0.5506,2.0,3.0,0.05,0.0,0.79,0.4295,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,2.939,0.002,5.0,2.0,1.0,1.0,0.0,1.0,0.0,0.066,5.0,1.0,5.2,1.0,1.0,5.2,0.05,0.0,-2.162,0.0305,1.0,0.0,0.0,1.5141,0.1982,0.272
98.5,3.0,1.0,1,1,1,2.0,2.0,2.0,1.33,1.33,1.34,3.0,3.0,4.0,4.0,1.0,1.0,1.5,0.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.75,1.75,1.75,1.75
,2132.0,1.0,2.146966,0.946,1.331,1.0,3.0,0.0,19.878,0.635,2.565,0.2138,2.0,,,1.0,2.1397909999999998,-26.42994,-22.55006,1.0,2.044,0.0496,0.0,0.0552,1.23,0.1089,0.3413,4.0,4.0,0.05,1.0,1.285371,0.1987,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,2.457,0.008,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.166,1.0,4.0,4.8,3.0,3.0,0.0,0.05,1.0,-2.0374,0.0416,1.0,2.0,1.0,1.4758,0.1447,0.2099
74.25,3.0,1.0,1,1,1,2.0,2.0,2.0,1.33,1.33,1.34,3.0,3.0,0.0,0.0,1.0,1.0,1.5,1.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,3,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,0,1.0,1.0,0.0,1.75,1.75,1.75
,1020.0,1.0,1.15,0.529,0.867,4.0,0.0,2.0,20.279,1.123,2.917,0.0908,2.0,6.889,4.543,1.0,2.1409,-26.431,-22.549,0.0,2.2560000000000002,0.0296,1.0,0.1584,1.001665,0.1522,0.202,5.0,0.0,0.05,0.0,1.58,0.1141,0.0,0.0,3.0,1.0,0.0,3.0,2.0,0.0,1.98698,0.025,3.0,0.0,1.0,2.0,1.0,2.0,1.0,0.267,4.0,0.0,5.4,1.0,3.0,5.4,0.05,0.0,-2.7564,0.00584,1.0,9.0,0.0,1.4395,0.1955,0.2226
81.5,3.0,1.0,0,1,1,2.0,2.0,0.0,1.33,1.33,1.34,3.0,0.0,4.0,4.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.75,0.0,1.75,0.0
,998.0,1.0,1.955,-0.159,0.492,4.0,6.0,5.0,20.1796,1.1573,2.9427,12.1796,2.0,6.889,13.317,1.0,2.0537,-26.43,-22.55,4.0,2.061,0.0456,1.0,0.1368,0.7164,2.1121,2.2281,1.0,5.0,0.05,0.0,-1.9599600000000001,0.975,1.0,1.0,2.0,1.0,0.0,4.0,4.0,0.0,3.824,0.00014,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.357,1.0,2.0,5.3,5.0,5.0,5.3,0.05,0.0,0.3364,0.975,1.0,0.0,0.0,1.6449,52.3551,55.6449
59.5,3.0,1.0,1,0,0,2.0,0.0,0.0,1.33,1.33,1.34,0.0,3.0,4.0,0.0,1.0,0.0,1.5,1.5,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.75,1.75,0.0,0.0
,1415.0,1.0,1.313,1.274,1.688,2.0,2.0,5.0,19.979,0.068,2.992,0.1252,10.0,6.889,4.543,1.0,2.13,-26.425,-22.555,1.0,1.821,0.078,1.0,0.17,0.59053,0.0969,0.2517,3.0,2.0,0.05,1.0,1.37,0.1706,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,2.726,0.004,3.0,0.0,1.0,0.0,1.0,2.0,1.0,0.105,4.0,4.0,5.9,1.0,1.0,5.9,0.05,0.0,-3.0649,0.0022,1.0,5.0,0.0,1.5548,0.2468,0.3306
91,3.0,1.0,1,1,1,0.0,2.0,0.0,1.33,1.33,1.34,3.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.75,1.75,1.75,1.75
,2124.0,1.0,2.282,0.909,1.353,5.0,6.0,6.0,20.501,0.182,3.738,0.1524,2.0,6.889,4.543,1.0,2.14,-26.43,-22.55,0.0,2.016,0.05,1.0,0.1238,0.68282,0.2645,0.4475,2.0,2.0,0.05,0.0,1.48,0.1388,0.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,2.065,0.019,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.258,0.0,3.0,5.8,0.0,5.0,5.8,0.05,0.0,-2.3783,0.0174,1.0,5.0,0.0,1.5981999999999998,0.0663,0.1197
100,3.0,1.0,1,1,1,2.0,2.0,2.0,1.33,1.33,1.34,3.0,3.0,4.0,4.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.75,1.75,1.75,1.75
,2921.0,2.0,Cannot do,Cannot do,Cannot do,4.0,4.0,1.0,20.219,0.861,2.779,0.0914,8.0,6.889,4.543,1.0,2.14,-26.43,-22.55,3.0,2.056,0.047,0.0,0.1622,0.53781,0.1518,0.8989,5.0,4.0,0.05,1.0,1.96,0.0518,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,3.154,0.001,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.201,5.0,4.0,5.3,4.0,4.0,5.3,0.05,0.0,-1.687,0.0916,0.0,6.0,0.0,1.5147,0.2243,0.3049
89.25,3.0,0.0,0,0,0,2.0,2.0,0.0,1.33,1.33,1.34,3.0,3.0,4.0,4.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.75,1.75,1.75,0.0
,2539.0,1.0,28,0.905,1.467,5.0,1.0,1.0,20.297,-0.033,2.953,0.1046,3.0,6.889,4.543,1.0,2.17,-26.424,-22.556,3.0,1.892,0.065,0.0,0.1656,0.4129,0.1242,0.3336,4.0,1.0,0.05,0.0,2.25,0.0244,1.0,1.0,5.0,2.0,0.0,4.0,1.0,0.0,-2.073,0.02,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.162,3.0,4.0,5.2,2.0,4.0,5.2,0.05,0.0,-1.9217,0.0546,0.0,7.0,0.0,1.4758,0.2112,0.2839
88.67,0.0,1.0,0,1,1,2.0,2.0,2.0,0.0,1.33,1.34,3.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.75,1.75,1.75,1.75
,1268.0,1.0,1.35,0.245,0.325,0.0,3.0,2.0,19.845,1.336,3.2640000000000002,0.0752,8.0,2.23,1.8599999999999999,1.0,2.037,-26.336,-22.644,0.0,2.08,0.0452,1.0,0.1524,0.087956,0.0682,0.3164,2.0,0.0,0.05,0.0,2.12,0.034,1.0,1.0,4.0,1.0,0.0,4.0,5.0,0.0,0.29,0.386,0.0,2.0,1.0,0.0,0.0,2.0,1.0,"0,345",2.0,1.0,5.7,0.0,2.0,5.7,0.05,0.0,-3.2677,0.0011,1.0,3.0,0.0,1.3408,0.1789,0.2433
68,3.0,1.0,0,0,0,0.0,0.0,0.0,1.33,1.33,1.34,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.75,1.75,1.75,1.75
,1839.0,1.0,1.604,0.759,1.189,5.0,4.0,6.0,20.356,1.416,3.504,0.0914,7.0,6.889,4.543,1.0,2.13979,-26.43,-22.55,4.0,2.352,0.024,0.0,0.1594,0.8392,0.0607,0.2745,1.0,1.0,0.05,0.0,1.65,0.0994,0.0,0.0,5.0,1.0,0.0,2.0,1.0,0.0,3.419,0.00048,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.242,0.0,0.0,5.5,3.0,2.0,5.5,0.05,0.0,-3.1339,0.0017,1.0,9.0,0.0,1.3106,0.2002,0.2644
98.75,3.0,1.0,1,0,0,2.0,2.0,2.0,1.33,1.33,1.34,3.0,3.0,4.0,4.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.75,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.75,1.75,1.75,1.75
,600.0,1.0,1.15,1.572,1.9809999999999999,2.0,6.0,3.0,20.255,0.418,2.542,0.1614,5.0,6.889,4.543,1.0,2.101,-26.397,-22.583,2.0,1.7349999999999999,0.09,0.0,0.1282,0.65416,0.1631,0.3689,3.0,0.0,0.05,0.0,1.6800000000000002,0.091,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.7119999999999997,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.052,5.0,2.0,6.0,5.0,1.0,6.0,0.05,0.0,-1.5365,0.1254,0.0,0.0,0.0,1.5981999999999998,0.0867,0.1481
94,3.0,1.0,0,1,1,2.0,2.0,2.0,1.33,1.33,1.34,3.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.75,1.75,1.75,1.75
,2500.0,1.0,0.167,1.264,1.5979999999999999,1.0,6.0,3.0,19.835,-0.194,2.714,0.2085,10.0,6.889,4.543,1.0,2.141,-26.431,-22.549,4.0,1.7810000000000001,0.0836,1.0,0.1444,0.4209,0.3322,0.5376,4.0,0.0,0.05,0.0,2.37,0.0183,1.0,1.0,2.0,2.0,0.0,4.0,3.0,0.0,2.974,0.002,4.0,0.0,0.0,1.0,1.0,2.0,1.0,0.089,1.0,0.0,5.0,0.0,1.0,5.0,0.05,0.0,-1.8028,0.0714,0.0,0.0,0.0,1.476,0.1387,0.2023
99.75,3.0,1.0,0,1,1,2.0,2.0,2.0,1.33,1.33,1.34,3.0,3.0,4.0,4.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.75,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.75,1.75,1.75,1.75
,976.0,1.0,1.75195,0.738,1.294,1.0,0.0,6.0,20.378,1.5190000000000001,3.3609999999999998,0.1742,1.0,6.889,4.543,1.0,2.14,-22.55,-26.43,3.0,2.281,0.028,1.0,0.1262,0.87284,0.0746,0.2556,2.0,3.0,0.05,0.0,1.94,0.0524,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,3.605,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.775,2.0,3.0,5.5,3.0,0.0,5.5,0.05,0.0,-1.839,0.06592,0.0,1.0,0.0,1.3408,0.084,0.1335
90,3.0,1.0,1,1,1,2.0,0.0,2.0,1.33,1.33,1.34,3.0,3.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.75,1.75,1.75,1.75
,1681.0,1.0,1.5568,0.779,1.237,0.0,5.0,1.0,20.282,1.542,3.378,0.225,8.0,6.889,4.543,1.0,2.13979,-26.43,-22.55,1.0,1.701,0.099,0.0,0.1468,0.71462,0.0745,0.2599,0.0,4.0,0.05,0.0,1.77,0.0387,1.0,1.0,4.0,2.0,0.0,2.0,0.0,0.0,2.472,0.007,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.056,0.0,2.0,5.0,3.0,4.0,5.0,0.05,0.0,-2.9933,0.00276,1.0,8.0,0.0,1.64485,0.18881,0.28075
90.5,3.0,1.0,1,1,1,2.0,2.0,2.0,1.33,1.33,1.34,3.0,0.0,4.0,4.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.75,1.75,0.0,0.0
,1839.0,1.0,8.7,0.638,0.864,0.0,1.0,2.0,20.676,1.688,4.053,0.2408,3.0,6.889,4.543,1.0,2.0951,-26.4299,-22.5501,0.0,1.713,0.097,0.0,0.1512,0.22188,0.2652,0.4769,3.0,5.0,0.05,0.0,1.78,0.0751,0.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,2.266,0.012,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.04036,2.0,5.0,5.6,3.0,4.0,5.6,0.05,0.0,-3.3335,0.0009,1.0,1.0,0.0,1.3721999999999999,0.1724,0.2371
90,3.0,1.0,0,1,1,2.0,2.0,2.0,1.33,1.33,1.34,0.0,0.0,4.0,4.0,1.0,0.0,1.5,1.5,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.75,1.75,1.75,1.75
,1512.0,1.0,1.881,0.616,0.972,0.0,6.0,0.0,20.003,1.295,3.145,0.131,10.0,6.889,4.543,1.0,2.12,-26.412,-22.568,0.0,1.7149999999999999,0.0948,0.0,0.1742,0.48661,0.1704,0.3544,2.0,3.0,0.05,0.0,2.14,0.0324,1.0,4.0,1.0,1.0,0.0,1.0,3.0,0.0,0.271,0.393,3.0,1.0,1.0,2.0,0.0,0.0,1.0,0.067,4.0,4.0,4.7,3.0,4.0,4.7,0.05,0.0,-3.371,0.0007,1.0,6.0,0.0,1.5141,0.2532,0.3338
89,3.0,1.0,1,1,1,2.0,2.0,2.0,1.33,1.33,1.34,3.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.75,1.75,1.75,1.75
,1212.0,1.0,1.881,0.251,0.877,0.0,6.0,6.0,20.489,1.154,3.426,0.162,2.0,6.889,4.543,1.0,2.13,-26.421,-22.559,2.0,2.637,0.012,1.0,0.1246,0.60012,0.0843,0.2523,3.0,4.0,0.05,0.0,1.572,0.1152,0.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,3.709,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,,1.0,1.0,5.0,2.0,2.0,5.0,0.05,0.0,-1.6358000000000001,0.102,0.0,2.0,0.0,1.5548,0.0732,0.1282
85,0.0,1.0,1,1,1,2.0,2.0,0.0,1.33,1.33,1.34,3.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.75,1.75,1.75,1.75
,890.0,1.0,1.08,1.701,2.039,1.0,4.0,1.0,20.23,0.412,2.7279999999999998,0.1976,10.0,6.889,4.543,1.0,2.12,-26.415,-22.565,4.0,1.775,0.086,0.0,0.1374,0.6725,0.0705,0.2605,5.0,3.0,0.05,0.0,1.46,0.1442,0.0,0.0,5.0,2.0,0.0,2.0,4.0,0.0,2.533,0.006,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.15,5.0,1.0,5.8,0.0,4.0,5.8,0.05,0.0,-1.9569,0.0504,0.0,5.0,0.0,1.5981999999999998,0.117,0.1848
95.67,3.0,1.0,1,1,1,2.0,2.0,2.0,0.0,1.33,1.34,3.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1,1,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.75,1.75,1.75,1.75
,1325.0,1.0,1.1489,0.861,1.115,5.0,6.0,6.0,20.165,1.026,3.694,0.0293,7.0,6.889,4.543,1.0,2.11,-26.405,-22.575,3.0,2.254,0.03,0.0,0.1424,0.82032,0.115,0.2996,4.0,2.0,0.05,0.0,2.21,0.0271,1.0,1.0,3.0,1.0,0.0,5.0,1.0,0.0,3.295,0.001,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.1424,1.0,5.0,6.0,4.0,0.0,6.0,0.05,0.0,-3.1693,0.0015,1.0,5.0,0.0,1.309,0.1319,0.1863
87.67,3.0,1.0,1,1,1,2.0,2.0,2.0,0.0,1.33,1.34,0.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.75,1.75,1.75,1.75
,2534.0,1.0,2.1503,0.802,1.51,3.0,3.0,2.0,20.202,0.383,3.8970000000000002,0.1618,2.0,6.889,4.543,1.0,2.1398,-26.42994,-22.55006,3.0,2.03,0.0514,1.0,0.1244,0.83305,0.2341026,0.409697,5.0,4.0,0.05,0.0,2.2974,0.0216,1.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,2.309,0.011,2.0,0.0,2.0,1.0,1.0,2.0,2.0,0.185,5.0,0.0,0.0,4.0,0.0,0.0,0.05,0.0,-3.0047,0.0027,1.0,0.0,0.0,1.3106,0.0701,0.1135
95,3.0,1.0,1,1,1,2.0,2.0,2.0,1.33,1.33,1.34,3.0,3.0,4.0,4.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.75,1.75,1.75,1.75
