Total,5811293.0,5811096.0,,,,5810989.0,,,5810965.0,,,5788012.0,5806181.0,5784980,,5810956.0,,,,5810963.0,,,,5723574,5723577.0,5810958.0,,5810957.0,,,,,,,,5810955.0,,,,,,,,,5810935.0,,,,,,5810954.0,5810933.0,,,,,,,,,,,,5810927.0,,,
80,0.0,1.0,1,1,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,4,4,1.0,0.0,0,0.0,1.0,1.0,1.0,1.0,0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
,968.0,1.0,1.814,1.035,1.48,4.0,4.0,2.0,19.912,1.22,3.2,0.2268,4.0,6.889,4.543,1.0,1.379,-24.069,-19.452,3.0,2.177,0.038,1.0,0.154,0.556,0.2361,0.4135,3.0,3.0,0.05,0.0,2.59,0.0096,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,2.598,0.005,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.153,0.0,3.0,5.7,5.0,3.0,5.7,0.05,0.0,-3.45,0.0006,1.0,4.0,0.0,1.5550000000000002,0.179,0.251
97,3.0,1.0,1,1,1.0,2.0,2.0,0.0,2.0,1.0,1.0,3.0,3.0,4,4,1.0,0.0,2,1.0,1.0,1.0,1.0,1.0,4,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
,2053.0,1.0,1.4769999999999999,1.324,1.567,4.0,6.0,3.0,20.334,1.224,3.196,0.0927,5.0,6.889,4.543,1.0,1.332,-19.776,-18.124,3.0,2.21,0.033,1.0,0.1658,0.50658,0.1342,0.3394,1.0,0.0,0.05,0.0,1.95,0.051,0.0,0.0,3.0,1.0,0.0,4.0,2.0,0.0,2.142,0.017,5.0,2.0,1.0,0.0,1.0,1.0,0.0,0.19,0.0,0.0,5.7,0.0,1.0,5.7,0.05,0.0,-1.83,0.0671,0.0,7.0,0.0,1.5550000000000002,0.234,0.316
93,3.0,1.0,1,1,1.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,4,4,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,4,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
,799.0,1.0,-1.148,1.091,1.31,3.0,3.0,4.0,20.021,1.105,2.914,0.1077,2.0,6.889,4.543,1.0,1.87,-23.199,-20.401,4.0,1.693,0.098,3.0,1.8306,0.12141,0.4286,0.5934,1.0,4.0,0.05,1.0,1.09,0.2759,0.0,0.0,4.0,1.0,0.0,3.0,5.0,0.0,2.493,0.007,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.219,5.0,2.0,5.3,4.0,2.0,5.3,0.05,1.0,-3.202,0.00268,1.0,9.0,0.0,1.3719999999999999,0.244,0.315
93,3.0,1.0,1,1,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,4,4,1.0,1.0,2,1.0,1.0,1.0,1.0,0.0,0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
,665.0,1.0,1.284,0.886,1.198,2.0,0.0,5.0,20.236,0.753,2.627,0.1393,2.0,6.889,4.543,1.0,1.47,-24.847,-23.153,0.0,1.7269999999999999,0.094,0.0,0.1222,0.63301,0.2175,0.4471,5.0,4.0,0.05,0.0,1.8900000000000001,0.0588,0.0,0.0,1.0,1.0,0.0,3.0,4.0,0.0,2.839,0.003,5.0,0.0,2.0,0.0,1.0,2.0,1.0,0.247,5.0,5.0,5.3,1.0,2.0,5.3,0.05,0.0,-2.109,0.035,1.0,8.0,0.0,1.5979999999999999,0.075,0.133
92,3.0,1.0,1,1,1.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,4,4,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,4,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
,2226.0,1.0,1.313,1.152,1.375,3.0,0.0,0.0,20.535,1.576,4.084,0.117,9.0,6.889,4.531,1.0,1.88,-29.576999999999998,-23.523,3.0,1.638,0.025,0.0,0.8244,0.13255,0.1503,0.3835,3.0,4.0,0.05,0.0,1.31,0.9049,0.0,0.0,2.0,0.0,0.0,5.0,2.0,0.0,3.335,0.001,3.0,0.0,0.0,2.0,2.0,2.0,1.0,0.784,1.0,3.0,0.0,1.0,0.0,0.0,0.05,0.0,-2.866,0.0042,1.0,2.0,0.0,1.3719999999999999,0.056,0.099
70,3.0,1.0,1,1,1.0,2.0,2.0,0.0,2.0,1.0,1.0,3.0,3.0,4,0,1.0,0.0,2,1.0,1.0,0.0,1.0,0.0,0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0
,1073.0,1.0,2.17,1.16,1.7309999999999999,3.0,0.0,3.0,20.071,0.293,3.787,0.1837,9.0,6.667,6.222,1.0,1.32,-28.346,-24.934,4.0,2.039,0.0488,1.0,0.137,0.51088,0.2997,0.4787,4.0,2.0,0.05,2.0,5.89,0.0152,1.0,1.0,2.0,1.0,0.0,4.0,4.0,0.0,3.425,0.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0,0.136,4.0,1.0,5.9,3.0,4.0,5.9,0.05,0.0,-2.996,0.0027,1.0,8.0,0.0,1.56,0.116,0.182
83,3.0,1.0,0,1,1.0,2.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,0,0,1.0,0.0,2,1.0,1.0,1.0,1.0,1.0,4,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
,2325.0,1.0,1.1739,1.104,1.3940000000000001,3.0,4.0,6.0,19.853,1.428,3.512,0.1608,9.0,6.889,1.8860000000000001,1.0,1.455,-19.844,-17.536,2.0,2.367,0.023,1.0,0.1314,0.62472,0.1669,0.3833,1.0,0.0,0.05,0.0,1.77,0.0767,0.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,0.146,0.442,4.0,1.0,2.0,0.0,1.0,1.0,0.0,0.28,1.0,1.0,0.0,0.0,5.0,0.0,0.05,0.0,-2.2197,0.0264,1.0,5.0,0.0,1.5979999999999999,0.104,0.168
88,3.0,1.0,1,1,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,4,0,1.0,0.0,2,1.0,1.0,1.0,1.0,1.0,4,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
,1769.0,1.0,1.174,1.255,1.563,3.0,4.0,6.0,20.098,1.576,3.484,0.167,5.0,6.889,4.543,1.0,1.796,-24.476,-22.204,2.0,2.077,0.046,0.0,0.1332,0.8712,0.0886,0.2856,0.0,5.0,0.05,0.0,1.79,0.0734,0.0,0.0,3.0,1.0,0.0,5.0,2.0,0.0,2.883,0.002,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.166,0.0,1.0,5.8,2.0,2.0,5.8,0.05,0.0,-2.1836,0.029,1.0,9.0,0.0,1.341,0.121,0.177
95,3.0,1.0,1,1,1.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,4,4,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,4,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
,1625.0,1.0,1.22,1.357,1.5230000000000001,4.0,2.0,4.0,20.419,0.817,2.583,0.0981,8.0,6.889,4.543,1.0,2.255,-24.233,-19.287,1.0,2.074,0.047,0.0,0.1688,0.22827,0.2948,0.4698,1.0,5.0,0.05,0.0,1.69,0.0906,0.0,0.0,4.0,1.0,0.0,5.0,1.0,0.0,2.653,0.005,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.165,5.0,4.0,5.4,5.0,2.0,5.4,0.05,0.0,-1.624,0.1044,0.0,8.0,0.0,1.405,0.25,0.325
94,0.0,1.0,1,1,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,4,4,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,4,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
,2455.0,1.0,graph,0.774,1.0,1.0,1.0,3.0,19.96,0.602,2.638,0.1843,0.0,6.889,4.552,1.0,1.23,-22.671,-20.889,3.0,1.859,0.073,0.0,0.1394,0.39232,0.0874,0.2784,5.0,3.0,0.05,0.0,2.052,0.04,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,2.832,0.003,5.0,1.0,1.0,1.0,0.0,2.0,0.0,0.119,5.0,1.0,5.9,1.0,0.0,5.9,0.05,0.0,-1.917,0.055,0.0,0.0,0.0,1.475,0.135,0.199
86,3.0,1.0,0,0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,4,0,1.0,0.0,2,1.0,1.0,1.0,1.0,1.0,4,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
,2500.0,1.0,1.48,1.113,1.529,2.0,5.0,2.0,20.279,1.042,3.5380000000000003,0.1618,11.0,6.889,6.321,1.0,1.53,-28.13,-23.67,2.0,2.041,0.049,1.0,0.1296,0.71416,0.0908,0.2778,4.0,2.0,0.05,0.0,2.7199999999999998,0.0065,1.0,1.0,3.0,1.0,0.0,4.0,3.0,0.0,3.343,0.001,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.15,5.0,3.0,5.9,3.0,4.0,5.9,0.05,0.0,-2.266,0.023,1.0,4.0,0.0,1.282,0.1,0.148
86,0.0,1.0,0,1,1.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,4,0,1.0,0.0,2,1.0,1.0,1.0,1.0,1.0,4,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
